,Year,Area,Variable,Generation (TWh),Share of production (%),Change on last year (%),Change on last year (TWh),Longitude,Latitude
272,2001,Italy,Fossil,216.72514700000002,79.9509459178229,-0.7104472495041859,-1.550735,12.5674,41.8719
273,2001,Italy,Coal,31.73,11.7053491442436,20.77496954933,5.457999999999999,12.5674,41.8719
274,2001,Italy,Hard Coal,31.726999999999997,11.704242429858699,20.791136830884,5.461,12.5674,41.8719
275,2001,Italy,Lignite,0.003,0.00110671438489539,-50.0,-0.003,12.5674,41.8719
276,2001,Italy,Gas,104.18799999999999,38.435452777827,2.7900552486187897,2.8280000000000003,12.5674,41.8719
277,2001,Italy,Other fossil,80.807147,29.810143995752203,-10.852067213979199,-9.83673499999999,12.5674,41.8719
278,2001,Italy,Nuclear,0.0,0.0,,0.0,12.5674,41.8719
279,2001,Italy,Renewables,54.347502,20.049054082177,6.8168140498535,3.4683379999999997,12.5674,41.8719
280,2001,Italy,Hydro,46.810272999999995,17.268534163326798,5.90692245328143,2.610827,12.5674,41.8719
281,2001,Italy,Wind and solar,1.198,0.44194794436822704,106.19621342512899,0.617,12.5674,41.8719
282,2001,Italy,Wind,1.179,0.434938753263889,109.413854351687,0.616,12.5674,41.8719
283,2001,Italy,Solar,0.019,0.00700919110433749,5.55555555555555,0.001,12.5674,41.8719
284,2001,Italy,Bioenergy,1.832229,0.6759180635741671,31.4633950340025,0.438511,12.5674,41.8719
285,2001,Italy,Other renewables,4.507,1.6626539109078402,-4.20828905419766,-0.198,12.5674,41.8719
286,2001,Italy,Production,271.072649,,0.712452925738582,1.91760300000004,12.5674,41.8719
287,2001,Italy,Net imports,48.376999999999995,,9.08742417750918,4.03,12.5674,41.8719
288,2001,Italy,Demand,319.449649,,1.8971496600695301,5.94760300000001,12.5674,41.8719
289,2001,Latvia,Fossil,1.4409999999999998,33.6672016971447,9.74866717440976,0.128,24.6032,56.8796
290,2001,Latvia,Coal,0.0,0.0,,0.0,24.6032,56.8796
291,2001,Latvia,Hard Coal,0.0,0.0,,0.0,24.6032,56.8796
292,2001,Latvia,Lignite,0.0,0.0,,0.0,24.6032,56.8796
293,2001,Latvia,Gas,1.304,30.466364339400897,15.6028368794326,0.17600000000000002,24.6032,56.8796
294,2001,Latvia,Other fossil,0.13699999999999998,3.2008373577438,-25.945945945945898,-0.0479999999999999,24.6032,56.8796
295,2001,Latvia,Nuclear,0.0,0.0,,0.0,24.6032,56.8796
296,2001,Latvia,Renewables,2.83913,66.3327983028553,0.5509329665169139,0.0155560000000001,24.6032,56.8796
297,2001,Latvia,Hydro,2.8331049999999998,66.1920315504435,0.49475783008892105,0.013947999999999999,24.6032,56.8796
298,2001,Latvia,Wind and solar,0.003433,0.0802078441542663,-22.2775639574371,-0.000984,24.6032,56.8796
299,2001,Latvia,Wind,0.003433,0.0802078441542663,-22.2775639574371,-0.000984,24.6032,56.8796
300,2001,Latvia,Solar,0.0,0.0,,0.0,24.6032,56.8796
301,2001,Latvia,Bioenergy,0.0025919999999999897,0.0605589082574594,inf,0.0025919999999999897,24.6032,56.8796
302,2001,Latvia,Other renewables,0.0,0.0,,0.0,24.6032,56.8796
303,2001,Latvia,Production,4.280130000000001,,3.47040812034307,0.143556,24.6032,56.8796
304,2001,Latvia,Net imports,1.8829999999999898,,5.43113101903693,0.0969999999999997,24.6032,56.8796
305,2001,Latvia,Demand,6.163130000000001,,4.0616799384862,0.240555999999999,24.6032,56.8796
306,2001,Lithuania,Fossil,2.6039999999999996,18.2179997755632,14.663143989431902,0.33299999999999996,23.8813,55.1694
307,2001,Lithuania,Coal,0.0,0.0,,0.0,23.8813,55.1694
308,2001,Lithuania,Hard Coal,0.0,0.0,,0.0,23.8813,55.1694
309,2001,Lithuania,Lignite,0.0,0.0,,0.0,23.8813,55.1694
310,2001,Lithuania,Gas,1.8840000000000001,13.180764814577902,16.5841584158415,0.267999999999999,23.8813,55.1694
311,2001,Lithuania,Other fossil,0.72,5.03723496098521,9.923664122137382,0.0649999999999999,23.8813,55.1694
312,2001,Lithuania,Nuclear,11.362,79.49036614821391,34.956645682385,2.9429999999999903,23.8813,55.1694
313,2001,Lithuania,Renewables,0.32755599999999896,2.29163407622287,-3.5584527237502903,-0.0120859999999999,23.8813,55.1694
314,2001,Lithuania,Hydro,0.32555599999999896,2.2776417568868,-4.14730804788571,-0.0140859999999999,23.8813,55.1694
315,2001,Lithuania,Wind and solar,0.0,0.0,,0.0,23.8813,55.1694
316,2001,Lithuania,Wind,0.0,0.0,,0.0,23.8813,55.1694
317,2001,Lithuania,Solar,0.0,0.0,,0.0,23.8813,55.1694
318,2001,Lithuania,Bioenergy,0.002,0.01399231933607,inf,0.002,23.8813,55.1694
319,2001,Lithuania,Other renewables,0.0,0.0,,0.0,23.8813,55.1694
320,2001,Lithuania,Production,14.293556,,29.592202539302697,3.2639139999999904,23.8813,55.1694
321,2001,Lithuania,Net imports,-3.964,,196.706586826347,-2.628,23.8813,55.1694
322,2001,Lithuania,Demand,10.329556,,6.5601143512417694,0.635913999999999,23.8813,55.1694
323,2001,Luxembourg,Fossil,0.7003769999999989,80.6822737389236,181.812365708215,0.45185099999999895,6.1296,49.8153
324,2001,Luxembourg,Coal,0.0,0.0,,0.0,6.1296,49.8153
325,2001,Luxembourg,Hard Coal,0.0,0.0,,0.0,6.1296,49.8153
326,2001,Luxembourg,Lignite,0.0,0.0,,0.0,6.1296,49.8153
327,2001,Luxembourg,Gas,0.666443999999999,76.7732481787141,210.60817203499198,0.451882999999999,6.1296,49.8153
328,2001,Luxembourg,Other fossil,0.033933,3.90902556020956,-0.0942146327101545,-3.20000000000042e-05,6.1296,49.8153
329,2001,Luxembourg,Nuclear,0.0,0.0,,0.0,6.1296,49.8153
330,2001,Luxembourg,Renewables,0.167691,19.3177262610763,-1.72762381401674,-0.00294800000000003,6.1296,49.8153
331,2001,Luxembourg,Hydro,0.118032,13.5970914720966,-4.430625728721361,-0.00547200000000003,6.1296,49.8153
332,2001,Luxembourg,Wind and solar,0.0237859999999999,2.74010791781289,-4.02291893636765,-0.000996999999999997,6.1296,49.8153
333,2001,Luxembourg,Wind,0.0237399999999999,2.73480879378113,-4.0536717455441895,-0.001003,6.1296,49.8153
334,2001,Luxembourg,Solar,4.6e-05,0.00529912403175788,14.9999999999999,5.99999999999999e-06,6.1296,49.8153
335,2001,Luxembourg,Bioenergy,0.025873,2.98052687116677,15.752505368647,0.00352099999999999,6.1296,49.8153
336,2001,Luxembourg,Other renewables,0.0,0.0,,0.0,6.1296,49.8153
337,2001,Luxembourg,Production,0.8680680000000001,,107.094580892965,0.44890299999999894,6.1296,49.8153
338,2001,Luxembourg,Net imports,5.316464,,-6.867974979171491,-0.39205999999999896,6.1296,49.8153
339,2001,Luxembourg,Demand,6.184532,,0.927641725942685,0.0568429999999997,6.1296,49.8153
340,2001,Malta,Fossil,1.943,100.0,1.35628586332812,0.026000000000000002,14.3754,35.9375
341,2001,Malta,Coal,0.0,0.0,,0.0,14.3754,35.9375
342,2001,Malta,Hard Coal,0.0,0.0,,0.0,14.3754,35.9375
343,2001,Malta,Lignite,0.0,0.0,,0.0,14.3754,35.9375
344,2001,Malta,Gas,0.0,0.0,,0.0,14.3754,35.9375
345,2001,Malta,Other fossil,1.943,100.0,1.35628586332812,0.026000000000000002,14.3754,35.9375
346,2001,Malta,Nuclear,0.0,0.0,,0.0,14.3754,35.9375
347,2001,Malta,Renewables,0.0,0.0,,0.0,14.3754,35.9375
348,2001,Malta,Hydro,0.0,0.0,,0.0,14.3754,35.9375
349,2001,Malta,Wind and solar,0.0,0.0,,0.0,14.3754,35.9375
350,2001,Malta,Wind,0.0,0.0,,0.0,14.3754,35.9375
351,2001,Malta,Solar,0.0,0.0,,0.0,14.3754,35.9375
352,2001,Malta,Bioenergy,0.0,0.0,,0.0,14.3754,35.9375
353,2001,Malta,Other renewables,0.0,0.0,,0.0,14.3754,35.9375
354,2001,Malta,Production,1.943,,1.35628586332812,0.026000000000000002,14.3754,35.9375
355,2001,Malta,Net imports,0.0,,,0.0,14.3754,35.9375
356,2001,Malta,Demand,1.943,,1.35628586332812,0.026000000000000002,14.3754,35.9375
357,2001,Netherlands,Fossil,86.14321,92.2092854415965,4.43371268611501,3.6571929999999906,5.2913,52.1326
358,2001,Netherlands,Coal,25.480999999999998,27.2753337417693,4.96375020596475,1.205,5.2913,52.1326
359,2001,Netherlands,Hard Coal,25.480999999999998,27.2753337417693,4.96375020596475,1.205,5.2913,52.1326
360,2001,Netherlands,Lignite,0.0,0.0,,0.0,5.2913,52.1326
361,2001,Netherlands,Gas,53.771,57.557473043784704,4.36512557742323,2.249,5.2913,52.1326
362,2001,Netherlands,Other fossil,6.891210000000001,7.37647865604247,3.03816512428123,0.203193,5.2913,52.1326
363,2001,Netherlands,Nuclear,3.9760000000000004,4.25598394714787,1.2735608762098798,0.0499999999999998,5.2913,52.1326
364,2001,Netherlands,Renewables,3.3021949999999904,3.53473061125552,11.147219295794999,0.331185,5.2913,52.1326
365,2001,Netherlands,Hydro,0.117279,0.125537611000391,-17.6584989117461,-0.025151,5.2913,52.1326
366,2001,Netherlands,Wind and solar,0.8370639999999989,0.8960087894203679,0.0418303028274946,0.00034999999999996097,5.2913,52.1326
367,2001,Netherlands,Wind,0.8254199999999989,0.883544836432292,-0.435448656864045,-0.00361,5.2913,52.1326
368,2001,Netherlands,Solar,0.0116439999999999,0.0124639529880759,51.535658511192,0.00395999999999999,5.2913,52.1326
369,2001,Netherlands,Bioenergy,2.347852,2.5131842108347597,17.8719853644773,0.355986,5.2913,52.1326
370,2001,Netherlands,Other renewables,0.0,0.0,,0.0,5.2913,52.1326
371,2001,Netherlands,Production,93.42140500000001,,4.518059116525559,4.038378,5.2913,52.1326
372,2001,Netherlands,Net imports,17.283,,-8.62807295796986,-1.632,5.2913,52.1326
373,2001,Netherlands,Demand,110.70440500000001,,2.2219961588035098,2.4063779999999997,5.2913,52.1326
374,2001,Poland,Fossil,140.937502,98.06360264452731,0.0673844438368709,0.0949060000000088,19.1451,51.9194
375,2001,Poland,Coal,134.97,93.9114448681789,-0.6755563405157261,-0.9180000000000059,19.1451,51.9194
376,2001,Poland,Hard Coal,80.367,55.9189530245309,-2.48971717686454,-2.05199999999999,19.1451,51.9194
377,2001,Poland,Lignite,54.603,37.992491843648,2.1208550749032,1.1340000000000001,19.1451,51.9194
378,2001,Poland,Gas,1.358,0.9448895467954871,46.3362068965517,0.43,19.1451,51.9194
379,2001,Poland,Other fossil,4.609502,3.20726822955294,14.4763964400699,0.582906,19.1451,51.9194
380,2001,Poland,Nuclear,0.0,0.0,,0.0,19.1451,51.9194
381,2001,Poland,Renewables,2.783,1.93639735547263,19.3396226415094,0.451,19.1451,51.9194
382,2001,Poland,Hydro,2.32499999999999,1.6177232667890302,10.398860398860402,0.218999999999999,19.1451,51.9194
383,2001,Poland,Wind and solar,0.013999999999999999,0.00974112934840709,179.999999999999,0.009000000000000001,19.1451,51.9194
384,2001,Poland,Wind,0.013999999999999999,0.00974112934840709,179.999999999999,0.009000000000000001,19.1451,51.9194
385,2001,Poland,Solar,0.0,0.0,,0.0,19.1451,51.9194
386,2001,Poland,Bioenergy,0.444,0.30893295933519604,100.904977375565,0.223,19.1451,51.9194
387,2001,Poland,Other renewables,0.0,0.0,,0.0,19.1451,51.9194
388,2001,Poland,Production,143.720502,,0.38128691489376293,0.545906000000002,19.1451,51.9194
389,2001,Poland,Net imports,-6.729,,5.58606621685233,-0.355999999999999,19.1451,51.9194
390,2001,Poland,Demand,136.991502,,0.13881855588877498,0.189906000000007,19.1451,51.9194
391,2001,Portugal,Fossil,30.427,65.9049558135505,-0.252425911355891,-0.0770000000000017,8.2245,39.3999
392,2001,Portugal,Coal,13.606,29.470629007104396,-6.7762932511133895,-0.9890000000000001,8.2245,39.3999
393,2001,Portugal,Hard Coal,13.606,29.470629007104396,-6.7762932511133895,-0.9890000000000001,8.2245,39.3999
394,2001,Portugal,Lignite,0.0,0.0,,0.0,8.2245,39.3999
395,2001,Portugal,Gas,7.212000000000001,15.6212094957546,1.03670495937238,0.0739999999999998,8.2245,39.3999
396,2001,Portugal,Other fossil,9.609,20.8131173106913,9.55421274655112,0.837999999999999,8.2245,39.3999
397,2001,Portugal,Nuclear,0.0,0.0,,0.0,8.2245,39.3999
398,2001,Portugal,Renewables,15.741,34.0950441864494,22.326701896176502,2.873,8.2245,39.3999
399,2001,Portugal,Hydro,14.034,30.3976780453994,23.9424180870793,2.7110000000000003,8.2245,39.3999
400,2001,Portugal,Wind and solar,0.257,0.5566626234621379,52.0710059171597,0.08800000000000001,8.2245,39.3999
401,2001,Portugal,Wind,0.256,0.554496621036215,52.3809523809523,0.08800000000000001,8.2245,39.3999
402,2001,Portugal,Solar,0.001,0.00216600242592271,0.0,0.0,8.2245,39.3999
403,2001,Portugal,Bioenergy,1.345,2.91327326286605,3.78086419753085,0.0489999999999999,8.2245,39.3999
404,2001,Portugal,Other renewables,0.105,0.22743025472188502,31.25,0.0249999999999999,8.2245,39.3999
405,2001,Portugal,Production,46.168,,6.44655538135201,2.7959999999999905,8.2245,39.3999
406,2001,Portugal,Net imports,0.239,,-74.32867883995699,-0.6920000000000001,8.2245,39.3999
407,2001,Portugal,Demand,46.407,,4.74911405548157,2.10399999999999,8.2245,39.3999
408,2001,Romania,Fossil,33.172,61.956257821109,5.89286854370172,1.8459999999999999,24.9668,45.9432
409,2001,Romania,Coal,19.694000000000003,36.783026092153605,4.05790975377786,0.768,24.9668,45.9432
410,2001,Romania,Hard Coal,0.9259999999999999,1.7295156982499298,141.77545691906,0.5429999999999999,24.9668,45.9432
411,2001,Romania,Lignite,18.768,35.0535103939037,1.2133958906325801,0.225000000000001,24.9668,45.9432
412,2001,Romania,Gas,8.073,15.078164397377698,-10.3099655593822,-0.9279999999999989,24.9668,45.9432
413,2001,Romania,Other fossil,5.405,10.0950673315776,59.017358046484205,2.006,24.9668,45.9432
414,2001,Romania,Nuclear,5.446000000000001,10.1716441605498,-0.18328445747801603,-0.0100000000000006,24.9668,45.9432
415,2001,Romania,Renewables,14.923,27.872098018341,0.981188252808218,0.144999999999999,24.9668,45.9432
416,2001,Romania,Hydro,14.923,27.872098018341,0.981188252808218,0.144999999999999,24.9668,45.9432
417,2001,Romania,Wind and solar,0.0,0.0,,0.0,24.9668,45.9432
418,2001,Romania,Wind,0.0,0.0,,0.0,24.9668,45.9432
419,2001,Romania,Solar,0.0,0.0,,0.0,24.9668,45.9432
420,2001,Romania,Bioenergy,0.0,0.0,,0.0,24.9668,45.9432
421,2001,Romania,Other renewables,0.0,0.0,,0.0,24.9668,45.9432
422,2001,Romania,Production,53.541000000000004,,3.84212567882078,1.9809999999999999,24.9668,45.9432
423,2001,Romania,Net imports,-1.31,,88.2183908045977,-0.614,24.9668,45.9432
424,2001,Romania,Demand,52.231,,2.6875589808115796,1.367,24.9668,45.9432
425,2001,Slovakia,Fossil,9.652000000000001,30.3174982095965,-0.38187635462897296,-0.0370000000000008,19.699,48.669
426,2001,Slovakia,Coal,5.822,18.287243532560197,4.26217765042979,0.23800000000000002,19.699,48.669
427,2001,Slovakia,Hard Coal,3.1839999999999997,10.0011307811184,-5.49124369249035,-0.185,19.699,48.669
428,2001,Slovakia,Lignite,2.638,8.28611275144174,19.0970654627539,0.423,19.699,48.669
429,2001,Slovakia,Gas,2.699,8.47771732984885,-19.2882775119617,-0.645,19.699,48.669
430,2001,Slovakia,Other fossil,1.131,3.5525373471874904,48.62023653088039,0.37,19.699,48.669
431,2001,Slovakia,Nuclear,17.102999999999998,53.721526303225204,3.69225172790106,0.609000000000001,19.699,48.669
432,2001,Slovakia,Renewables,5.081399999999991,15.9609754871781,10.1061755146262,0.4664,19.699,48.669
433,2001,Slovakia,Hydro,4.927,15.4759960297018,6.7605633802817,0.312,19.699,48.669
434,2001,Slovakia,Wind and solar,0.0,0.0,,0.0,19.699,48.669
435,2001,Slovakia,Wind,0.0,0.0,,0.0,19.699,48.669
436,2001,Slovakia,Solar,0.0,0.0,,0.0,19.699,48.669
437,2001,Slovakia,Bioenergy,0.1544,0.484979457476347,inf,0.1544,19.699,48.669
438,2001,Slovakia,Other renewables,0.0,0.0,,0.0,19.699,48.669
439,2001,Slovakia,Production,31.8364,,3.3716475095785405,1.0384,19.699,48.669
440,2001,Slovakia,Net imports,-3.678,,36.4243323442136,-0.981999999999999,19.699,48.669
441,2001,Slovakia,Demand,28.1584,,0.200697459255572,0.0564000000000035,19.699,48.669
442,2001,Slovenia,Fossil,5.341,36.9219189553855,7.70316596087921,0.38199999999999895,14.9955,46.1512
443,2001,Slovenia,Coal,4.919,34.004665669638904,6.67967902841031,0.30799999999999894,14.9955,46.1512
444,2001,Slovenia,Hard Coal,0.35200000000000004,2.43334871228153,14.657980456026001,0.0449999999999999,14.9955,46.1512
445,2001,Slovenia,Lignite,4.567,31.5713169573573,6.11059479553903,0.262999999999999,14.9955,46.1512
446,2001,Slovenia,Gas,0.29600000000000004,2.04622505350947,1.02389078498292,0.003,14.9955,46.1512
447,2001,Slovenia,Other fossil,0.126,0.871028232237141,129.090909090909,0.071,14.9955,46.1512
448,2001,Slovenia,Nuclear,5.257000000000001,36.3412334672274,10.417979416088999,0.49599999999999894,14.9955,46.1512
449,2001,Slovenia,Renewables,3.8676619999999904,26.736847577387,-0.942232339450543,-0.0367890000000001,14.9955,46.1512
450,2001,Slovenia,Hydro,3.7957379999999903,26.2396425410741,-1.01657982419061,-0.0389830000000004,14.9955,46.1512
451,2001,Slovenia,Wind and solar,0.0,0.0,,0.0,14.9955,46.1512
452,2001,Slovenia,Wind,0.0,0.0,,0.0,14.9955,46.1512
453,2001,Slovenia,Solar,0.0,0.0,,0.0,14.9955,46.1512
454,2001,Slovenia,Bioenergy,0.071924,0.49720503631289,3.14642191309335,0.002194,14.9955,46.1512
455,2001,Slovenia,Other renewables,0.0,0.0,,0.0,14.9955,46.1512
456,2001,Slovenia,Production,14.465662,,6.174274471683299,0.8412109999999989,14.9955,46.1512
457,2001,Slovenia,Net imports,-1.7719999999999998,,34.140802422407305,-0.451,14.9955,46.1512
458,2001,Slovenia,Demand,12.693662,,3.17155731347245,0.390210999999999,14.9955,46.1512
459,2001,Spain,Fossil,120.057,51.5133442032094,-3.35209022629023,-4.164,3.7492,40.4637
460,2001,Spain,Coal,70.27,30.1510340684802,-11.1563456140794,-8.823999999999991,3.7492,40.4637
461,2001,Spain,Hard Coal,63.851000000000006,27.3968076890071,-12.393666648372701,-9.033,3.7492,40.4637
462,2001,Spain,Lignite,6.419,2.7542263794730895,3.3655394524959505,0.208999999999999,3.7492,40.4637
463,2001,Spain,Gas,23.358,10.0223118510254,15.759738328873,3.1799999999999904,3.7492,40.4637
464,2001,Spain,Other fossil,26.429000000000002,11.339998283703698,5.93210148703353,1.4799999999999898,3.7492,40.4637
465,2001,Spain,Nuclear,63.708,27.335450098687,2.41455808121402,1.5019999999999898,3.7492,40.4637
466,2001,Spain,Renewables,49.295,21.1512056981034,42.9254856480139,14.805,3.7492,40.4637
467,2001,Spain,Hydro,40.888000000000005,17.5439800909637,44.7055492638731,12.6319999999999,3.7492,40.4637
468,2001,Spain,Wind and solar,6.776,2.90740581824422,42.9234338747099,2.035,3.7492,40.4637
469,2001,Spain,Wind,6.7589999999999995,2.9001115592551203,42.9870954093505,2.032,3.7492,40.4637
470,2001,Spain,Solar,0.017,0.0072942589891015095,21.4285714285714,0.003,3.7492,40.4637
471,2001,Spain,Bioenergy,1.631,0.6998197888955631,9.24313462826522,0.13799999999999898,3.7492,40.4637
472,2001,Spain,Other renewables,0.0,0.0,,0.0,3.7492,40.4637
473,2001,Spain,Production,233.06,,5.49663448263375,12.142999999999999,3.7492,40.4637
474,2001,Spain,Net imports,3.4499999999999904,,-22.3147939653231,-0.991000000000001,3.7492,40.4637
475,2001,Spain,Demand,236.51,,4.94857071858996,11.1519999999999,3.7492,40.4637
476,2001,Sweden,Fossil,6.165,3.81510464473117,29.109947643979,1.39,18.6435,60.1282
477,2001,Sweden,Coal,1.879,1.16278696309,14.853300733496301,0.243,18.6435,60.1282
478,2001,Sweden,Hard Coal,1.879,1.16278696309,14.853300733496301,0.243,18.6435,60.1282
479,2001,Sweden,Lignite,0.0,0.0,,0.0,18.6435,60.1282
480,2001,Sweden,Gas,0.395,0.244438983725679,-18.388429752066102,-0.0889999999999999,18.6435,60.1282
481,2001,Sweden,Other fossil,3.891,2.4078786979154905,46.55367231638411,1.236,18.6435,60.1282
482,2001,Sweden,Nuclear,72.109,44.623419436645605,25.8095470723707,14.7929999999999,18.6435,60.1282
483,2001,Sweden,Renewables,83.3205189999999,51.5614759186232,0.216622678033684,0.180100999999993,18.6435,60.1282
484,2001,Sweden,Hydro,79.0599999999999,48.9249267173473,0.605721266415537,0.475999999999984,18.6435,60.1282
485,2001,Sweden,Wind and solar,0.483519,0.299217450562169,5.47557033100793,0.0251009999999999,18.6435,60.1282
486,2001,Sweden,Wind,0.48200000000000004,0.298277443432348,5.47045951859954,0.0249999999999999,18.6435,60.1282
487,2001,Sweden,Solar,0.001519,0.0009400071298210301,7.12270803949224,0.000100999999999999,18.6435,60.1282
488,2001,Sweden,Bioenergy,3.7769999999999997,2.33733175071364,-7.833089311859441,-0.32099999999999895,18.6435,60.1282
489,2001,Sweden,Other renewables,0.0,0.0,,0.0,18.6435,60.1282
490,2001,Sweden,Production,161.594519,,11.2669153998069,16.3631009999999,18.6435,60.1282
491,2001,Sweden,Net imports,-7.29,,-255.835827276613,-11.968,18.6435,60.1282
492,2001,Sweden,Demand,154.304518999999,,2.9318378115509502,4.39510099999995,18.6435,60.1282
493,2001,United Kingdom,Fossil,282.725194,73.94062529364709,1.21112972628534,3.383194,3.436,55.3781
494,2001,United Kingdom,Coal,131.461,34.3807653085495,9.59649854105877,11.511,3.436,55.3781
495,2001,United Kingdom,Hard Coal,131.461,34.3807653085495,9.59649854105877,11.511,3.436,55.3781
496,2001,United Kingdom,Lignite,0.0,0.0,,0.0,3.436,55.3781
497,2001,United Kingdom,Gas,141.905,37.1121663543539,-4.1681017308562405,-6.171999999999991,3.436,55.3781
498,2001,United Kingdom,Other fossil,9.35919399999999,2.4476936307436,-17.285072912063598,-1.9558060000000002,3.436,55.3781
499,2001,United Kingdom,Nuclear,90.094,23.562126179691802,5.91443988573174,5.030999999999991,3.436,55.3781
500,2001,United Kingdom,Renewables,9.548675999999999,2.49724852666098,-4.22591775325977,-0.421324,3.436,55.3781
501,2001,United Kingdom,Hydro,4.055708999999999,1.06068247836827,-20.2573928430987,-1.030291,3.436,55.3781
502,2001,United Kingdom,Wind and solar,0.9669059999999999,0.252873234354131,1.9943037974683602,0.018906,3.436,55.3781
503,2001,United Kingdom,Wind,0.9650860000000001,0.25239725293864196,1.9098204857444598,0.018086,3.436,55.3781
504,2001,United Kingdom,Solar,0.00182,0.000475981415488702,82.0,0.00082,3.436,55.3781
505,2001,United Kingdom,Bioenergy,4.526038,1.18368679878882,14.9908028455284,0.5900380000000001,3.436,55.3781
506,2001,United Kingdom,Other renewables,2.3e-05,6.015149756175901e-06,inf,2.3e-05,3.436,55.3781
507,2001,United Kingdom,Production,382.36787000000004,,2.13499031719532,7.992869999999981,3.436,55.3781
508,2001,United Kingdom,Net imports,10.399000000000001,,-26.633272188514105,-3.7749999999999906,3.436,55.3781
509,2001,United Kingdom,Demand,392.76687000000004,,1.08554390823294,4.21787,3.436,55.3781
